file_key,file,gold,asr,WER,CER,language,language_probability,empty_output,error_type,NER,
YSSY_SYDNEY_Tower_120_5MHz_20210505_054947,YSSY_SYDNEY_Tower_120_5MHz_20210505_054947.wav,Sydney tower good afternoon Fedex Seventy Seven heavy inbound ILS runway one six right Fedex Seventy Seven heavy Sydney tower good day,"Cindy Tower, good afternoon, FedEx 77Heavy inbound ILS runway 16R. FedEx 77Heavy, 77R.",0.636363636,0.486725664,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210505_234913,YSSY_SYDNEY_Tower_120_5MHz_20210505_234913.wav,runway one six right cleared to land Malaysian One Twenty Three,"Runway 16R cleared to land, validation 123.",0.636363636,0.528301887,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210504_213748,YSSY_SYDNEY_Tower_120_5MHz_20210504_213748.wav,Koreanair One Two One wind    two four zero degrees  five knots    runway one six right cleared to land runway one six right cleared to land Koreanair One Two One heavy,"Greenair 121, wind 240 degrees, climb down runway 16, right, clear to land. Runway 16, right, clear to land, Greenair 121 heavy.",0.633333333,0.446969697,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210504_062720,LSGS_SION_Ground_Control_121_7MHz_20210504_062720.wav,Tango Three Six Five Sion Tower good morning air taxi holding point golf runway zero seven QNH one zero one eight instruction golf runway zero seven QNH one zero one eight Tango Three Six Five,"Tango365, Sion Tower, good morning, air taxi, calling point, Golf, runway 07, QNH 1018. Dissection, Golf, runway 07, QNH 1018, Tango365.",0.628571429,0.5,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210504_152004,LSGS_SION_Ground_Control_121_7MHz_20210504_152004.wav,Charlie Zulu seaching hotel sierra for landing fato two five Charlie Zulu wind  two five which is    at one four knots fato two five landing on discretion landing on discretion fato two five Charlie Zulu,"LISOLO, coming HOTEL SIRA for landing FLATO 25. Charlie LISOLO, wind 2503.14 knots, FLATO 25 landing on discretion. Landing on discretion FLATO 25, Charlie LISOLO.",0.628571429,0.424242424,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210502_071809,LSGS_SION_Ground_Control_121_7MHz_20210502_071809.wav,Foxtrot Lima Delta  join downwind runway two five tourning downwind runway  two five  Foxtrot Lima Delta,"Fox Lima Delta, John Donwin, runway 25. John Donwin, runway 25, Fox Lima Delta.",0.625,0.38372093,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210504_134548,LSGS_SION_Ground_Control_121_7MHz_20210504_134548.wav,okay approximately fifteen minutes before starting thank you,"Okay, approximately 15 minutes for the start, sir, thank you.",0.625,0.264150943,en,1,FALSE,,,
LSGS_SION_Tower_118_3MHz_20210420_065838,LSGS_SION_Tower_118_3MHz_20210420_065838.wav,frequency change approved  [NE-French]a toute a l'heure [/NE],"Requinted change approved, a tutelar.",0.625,0.305555556,en,1,FALSE,,,
LSGS_SION_Tower_118_3MHz_20210421_082534,LSGS_SION_Tower_118_3MHz_20210421_082534.wav,Hotel Bravo Whiskey Zulu Hotel Sion Tower report,"Palta Bravo whisky zulu, test on tower, report to...",0.625,0.292682927,en,1,FALSE,,,
LSGS_SION_Tower_118_3MHz_20210505_140747,LSGS_SION_Tower_118_3MHz_20210505_140747.wav,Vistajet Four Six Seven we expect to descend,"Z467, we expect you to descend.",0.625,0.621621622,en,1,FALSE,,,
LSZB_BERN_Approach_127_3MHz_20210424_180809,LSZB_BERN_Approach_127_3MHz_20210424_180809.wav,Hotel Oscar Yankee request [hes] orbit to the right  for spacing Hotel Oscar Yankee orbit right approved,"Hotel Oscar reacting to your request, orbit to the right, hotel Oscar. Hotel Oscar, orbit right approved. Hotel Oscar, Hotel Oscar.",0.625,0.573170732,en,1,FALSE,,,
LSZB_BERN_Tower_121_0MHz_20210415_123557,LSZB_BERN_Tower_121_0MHz_20210415_123557.wav,Heli Charlie Papa traffic landing aircraft soon departing runway three two air bound route echo oposite,"Charlie Papa, traffic, single engine aircraft, soon departing runway 32, albano, take off.",0.625,0.431818182,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210505_204538,YSSY_SYDNEY_Tower_120_5MHz_20210505_204538.wav,tower good morning Singapore Seven Two Seven Four heavy [hes] ILS one three zero one six right,"Hello, good morning, Singapore 7274 heavy, ILS runway 16 right.",0.625,0.534246575,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210504_125034,LSGS_SION_Ground_Control_121_7MHz_20210504_125034.wav,Tango Three One Three Col du Sallest at eight thousand feet requested change [NE-French]c'est rentre[/NE] you may leave frequency   [NE-French]merci bonne soiree[/NE] leaving  merci a toi  et bonne soiree Tango Three One Three,"Tango 313, cold distance at 8000 feet, request to change. 313, you may leave frequency, merci, bonne soirée. Leading, merci a toi, et bonne soirée, Tango 313.",0.617647059,0.382165605,en,1,FALSE,,,
LSZH_ZURICH_ApronN_121_85MHz_20210414_124259,LSZH_ZURICH_ApronN_121_85MHz_20210414_124259.wav,Ground hello Royalair Maroc Three Five Two stand echo four six fully ready,"Ground and lower, we're at mark three five two, descend to echo four six, fully ready.",0.615384615,0.306451613,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210503_140302,LSGS_SION_Ground_Control_121_7MHz_20210503_140302.wav,Hotel Bravo Golf Kilo   Echo  one four thousand feet Golf Kilo thank you continue descend report echo two,"12 kilos, thank you, continue descend, report echo two.",0.611111111,0.517647059,en,1,FALSE,,,
LSZH_ZURICH_Tower_118_1MHz_20210414_080622,LSZH_ZURICH_Tower_118_1MHz_20210414_080622.wav,Foxtrot Lima hello again taxiway juliett cross runway two eight contact apron one two one decimal seven five five good day taxiway juliett cross runway two eight after crossing one two one seven five five Turkish Six Foxtrot Lima thank you,"Hello again, taxiway 2L, cross runway 28, contact apron 121.755, good day. Taxiway 2L, cross runway 28, after crossing 121.755, good day. Thank you.",0.609756098,0.547738693,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210504_065016,YSSY_SYDNEY_Tower_120_5MHz_20210504_065016.wav,tower good afternoon China Southern Three Zero One established ILS one six right China Southern Three Zero One heavy Sydney tower good afternoon,"Tower, good afternoon, China 7301, establish ILS 16R. China 7301 heavy, Chikicha, good afternoon.",0.608695652,0.516393443,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210504_002640,YSSY_SYDNEY_Tower_120_5MHz_20210504_002640.wav,Qantas Four Twenty Six wind    two six zero degrees  eight knots    runway one six right cleared to land runway one six right cleared to land  Four Twenty Six,"QNH 426, wind 260 degrees, 8 knots, runway 16R, cleared to land. Runway 16R, cleared to land. QNH 426.",0.607142857,0.520325203,en,1,FALSE,,,
LKPR_RUZYNE_Radar_120_520MHz_20201028_092412,LKPR_RUZYNE_Radar_120_520MHz_20201028_092412.wav,Oscar Uniform Romeo turn left heading two seven zero cleared for ILS approach runway two four turn left to seven zero cleared for ILS runway two four Oscar Uniform Romeo,"Scoring reform Romeo 10, left heading 270, clear for ILS approach, runway 24. 10 left 270, clear for ILS runway 24, Scoring reform Romeo.",0.6,0.428571429,en,1,FALSE,,,
LKTB_BRNO_Tower_119_605MHz_20201027_000841,LKTB_BRNO_Tower_119_605MHz_20201027_000841.wav,Jump Run Eight Zero Three vacate to the left taxi charlie alpha stand western apron,"Chumpran 803, vacate to the left taxi Charlie, I'll fast and western apron.",0.6,0.289855072,en,1,FALSE,,,
LSZB_BERN_Approach_127_3MHz_20210413_112637,LSZB_BERN_Approach_127_3MHz_20210413_112637.wav,Fraction Five Seven Six Hotel descend to four thousand feet cleared ARP approach runway one four report airborne track established,"Infraction 5760J, descend to 4000 feet, cleared RNP approach to runway 14, report inbound track established.",0.6,0.414414414,en,1,FALSE,,,
LSZB_BERN_Tower_121_0MHz_20210413_132353,LSZB_BERN_Tower_121_0MHz_20210413_132353.wav,Hotel Bravo Kilo Golf November Berne tower hello QNH one zero two seven enter via route zulu runway three two in use traffic Rega helicopter [hes] just [hes] abeam Gerzensee leaving direction Thun indicating four thousand five hundred feet not verified oposite,Adebrawa kilogolf november burn tower elokian age 1027 enter via route zulu runway 32 news traffic rega helikopter just abim gertese leaving direction turn indicating 4500 feet not verified opposite.,0.6,0.325358852,en,1,FALSE,,,
LSZH_ZURICH_Tower_118_1MHz_20210413_040538,LSZH_ZURICH_Tower_118_1MHz_20210413_040538.wav,Swiss Two Eight Nine the wind    three two zero degrees  three knots   runway one four you are cleared to land,"289 of the wind, 320 degrees, three knots, runway 14, Euclid to land.",0.6,0.505882353,en,1,FALSE,,correct,
LSZH_ZURICH_Tower_118_1MHz_20210414_142643,LSZH_ZURICH_Tower_118_1MHz_20210414_142643.wav,Swiss Two One Eight Romeo can we vacate via  hotel  two Swiss Two One Eight Romeo  affirm vacated as convenient,"Swiss 218R, can we vacate via hotel 2? Swiss 218R, affirm, vacate as convenient. Thank you.",0.6,0.471910112,en,1,FALSE,,,
LZIB_STEFANIK_Tower_118_3MHz_20210425_122209,LZIB_STEFANIK_Tower_118_3MHz_20210425_122209.wav,Stefanik tower [NE Slovak] ahoj [/NE] Topjet Two Zero Two established final track RNP three one Topjet Two Zero Two Stefanik tower [NE Slovak] dobrý deň [/NE] wind    three one zero degrees   two one knots   runway three one clear to land runway three one cleared to land Topjet Two Zero Two,"Štefaník Tower, ahoj, TOPJET 2-0-2, establish final track, RMP 3-1. TOPJET 2-0-2, Štefaník Tower, dobrý deň, wind 310 degrees, 2-1 knots, runway 3-1, clear to land. Runway 3-1, clear to land, TOPJET 2-0-2.",0.6,0.400990099,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210430_215820,YSSY_SYDNEY_Tower_120_5MHz_20210430_215820.wav,continue approach for Connie Eight Three Five answer with mike [hes] I think we'll be able if we can make it it's probably gonna be golf or golf one for Connie Eight Three Five Connie Eight Three Five copy,"Continue approach for Connie 835, and sir, we'd like, I think the earliest we can make is probably going to be gulf or gulf one for Connie 835. Connie 835 copy.",0.6,0.41875,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210505_132136,LSGS_SION_Ground_Control_121_7MHz_20210505_132136.wav,Bair Nine Five One startup approved runway two five QNH one zero one two report ready for taxi approved QNH one zero one two report ready for taxi Bair Nine Five Two,"BR-9051, startup approved, runway 25, QNH 1012, report ready for taxi. Startup approved, QNH 1012, report ready for taxi, BR-9052.",0.59375,0.492537313,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210505_140831,LSGS_SION_Ground_Control_121_7MHz_20210505_140831.wav,no sorry you have to refound the flight plan sir okay we won't see company quickly to refound no problem [hes] [ukn] technic,"No sir, you have to re-file the flight plan, sir. Okay, we'll ask your company quickly to re-file. No problem mate, same mistake, thank you.",0.590909091,0.428571429,en,1,FALSE,,,
LSZH_ZURICH_Tower_118_1MHz_20210414_140139,LSZH_ZURICH_Tower_118_1MHz_20210414_140139.wav,Hotel Whiskey Whiskey affirm vacate  next right     into taxi way hotel two and contact apron one two one decimal eight five five,"Hotel Whisky Whisky AFM, vacate next right into taxiway hotel 2 and contact apron 121.855.",0.590909091,0.359223301,en,1,FALSE,,,
LSZH_ZURICH_Tower_118_1MHz_20210414_153107,LSZH_ZURICH_Tower_118_1MHz_20210414_153107.wav,Swiss Air Force Five Two One tower [NE-German]grutzi[/NE] and runway three four and taxi left via lima holding point runway one zero,"Swiss Air Force 521, tower greets you, enter runway 34, and taxi left via the Lima to boarding point runway 10.",0.590909091,0.463157895,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210502_062227,YSSY_SYDNEY_Tower_120_5MHz_20210502_062227.wav,tower good evening Qatari Six Tango Papa ILS three four left Qatari Six Tango Papa heavy Sydney tower good day continue approach,"Good evening, Katari 6T, ILS 3-4L. Katari 6T, heavy Sydney, ciao, good day, continue approach.",0.590909091,0.429906542,en,1,FALSE,,,
LSGS_SION_Tower_118_3MHz_20210415_130947,LSGS_SION_Tower_118_3MHz_20210415_130947.wav,Hotel Charlie Whiskey wind    two three zero degrees  eight knots   runway two five just stop and go,"Shallowiskey, beginning of the runway runway 230 degrees, 8 knots, runway 25, just stop and go.",0.588235294,0.564102564,en,1,FALSE,,,
LSZB_BERN_Tower_121_0MHz_20210425_084853,LSZB_BERN_Tower_121_0MHz_20210425_084853.wav,Hotel Charlie Papa below flight level one hundred Hotel Charlie Papa frequency change approved  [NE German] bis später [/NE],"RTCHP below FL100. RTCHP, frequency change approved, bis später.",0.588235294,0.471910112,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210503_080253,YSSY_SYDNEY_Tower_120_5MHz_20210503_080253.wav,Sydney tower evening Qantas Seventy Five Twenty Eight heavy Qantas Seventy Five Twenty Eight heavy Sydney tower,"Sydney Tower, evening, climb to 75, 28 heavy. Climb to 75, 28 heavy, Sydney Tower.",0.588235294,0.547368421,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210505_233332,YSSY_SYDNEY_Tower_120_5MHz_20210505_233332.wav,Sydney tower good day China Eastern Seven Five Six One establish our localizer runway one six right,"Sint Tower, good day, China Eastern 7561. Exavius on the localizer, runway 16R.",0.588235294,0.43373494,en,1,FALSE,,,
LKPR_RUZYNE_Radar_120_520MHz_20201025_161808,LKPR_RUZYNE_Radar_120_520MHz_20201025_161808.wav,Oscar Mike Papa turn right heading zero two zero cleared ILS approach runway zero six speed maximum one six zero knots right heading zero two zero cleared ILS approach zero six and maximum one six zero speed confirm I do confirm,"Scrame Papa, 10R heading 020 cleared, I'll approach runway 06 speed, maximum 160 knots. Right heading 020 cleared, I'll approach 06 and maximum 160 speed, confirm? I do confirm.",0.585365854,0.377659574,en,1,FALSE,,,
LSZH_ZURICH_Tower_118_1MHz_20210412_155616,LSZH_ZURICH_Tower_118_1MHz_20210412_155616.wav,Zurich tower Legend One Two Zero Two good afternoon established ILS one four Legend One Two Zero Two tower hello wind one six zero degrees four knots runway one four cleared to land vacate at own discretion cleared to land runway one four and vacate   at own discretion Legend One Two Zero Two,"Tower, Legend 1202, good afternoon, establish alias, one four. Attention 1202, tower, allow wind 160 degrees, four knots, runway one four, close to land, vacated on discretion. Descretion, runway one four, vacated on discretion, legend 1202.",0.58490566,0.355648536,en,1,FALSE,,,
LSZH_ZURICH_ApronN_121_85MHz_20210414_064241,LSZH_ZURICH_ApronN_121_85MHz_20210414_064241.wav,Oscar Charlie Kilo contact tower one one eight decimal one good bye,"OSCAR CHARLIE KILO, CONTACT TOWER, 118.1, goodbye.",0.583333333,0.375,en,1,FALSE,,,
LSZH_ZURICH_ApronN_121_85MHz_20210414_081643,LSZH_ZURICH_ApronN_121_85MHz_20210414_081643.wav,Turkish Two Seven X-ray Tower one one eight one bye bye,"327 X-ray tower 1181, bye bye.",0.583333333,0.659090909,en,1,FALSE,,,
LSZH_ZURICH_Tower_118_1MHz_20210412_151208,LSZH_ZURICH_Tower_118_1MHz_20210412_151208.wav,Bravo Kilo Hotel Romeo Tower  [NE-German] grutzli [/NE] say again taxiway kilo cross runway two eight and contact apron one two one decimal seven five five,"Bravo kilo, delirium air tower, greets again, taxiway kilo, cross runway 28, then contact apron 121.755.",0.583333333,0.477876106,en,1,FALSE,,,
LSZH_ZURICH_Tower_118_1MHz_20210416_133803,LSZH_ZURICH_Tower_118_1MHz_20210416_133803.wav,Hotel Bravo Sierra Delta Foxtrot Tower hello line up runway one zero,"Autoprovasiere Delta Foxhunt, towel o-line and runway one zero.",0.583333333,0.333333333,en,1,FALSE,,,
LZIB_STEFANIK_Tower_118_3MHz_20210503_204845,LZIB_STEFANIK_Tower_118_3MHz_20210503_204845.wav,Eurotrans One Three Juliett taxi to holding point runway zero four via alpha delta alpha delta    holding point zero four Eurotrans One Three Juliett,"Eurotrans 1-3 Juliet, taxi to holding point runway 04 via A-D. A-D, holding point 04, Eurotrans 1-3 Juliet.",0.583333333,0.406504065,en,1,FALSE,,,
LZIB_STEFANIK_Tower_118_3MHz_20210505_224858,LZIB_STEFANIK_Tower_118_3MHz_20210505_224858.wav,runway three one cleared to land we copied Topjet [hes] Seven Zero Four,"Runway 31 cleared to land, being copied, top jet 704.",0.583333333,0.462962963,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210503_121431,YSSY_SYDNEY_Tower_120_5MHz_20210503_121431.wav,one six right cleared to land and understood Qantas Four Ninety Eight,16R cleared to land and understood QNH 498.,0.583333333,0.5,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210503_142013,LSGS_SION_Ground_Control_121_7MHz_20210503_142013.wav,Charlie Zulu direction Montana confirm affirmatif Montana [NE-French]merci[/NE] two two zero degrees three knots four two zero seven QNH one zero one eight   departure own discretion  crossing climbing Montana is approved,"Sir Izulu, direction Montana, confirmed. Merci, 220 degrees, 3 knots, factor 07, QNH 1018, departure discretion, crossing climbing Montana is approved.",0.580645161,0.389534884,en,1,FALSE,,,
LZIB_STEFANIK_Tower_118_3MHz_20210505_120635,LZIB_STEFANIK_Tower_118_3MHz_20210505_120635.wav,November Four Niner X-ray Lima taxi via delta line up zero four report ready via delta line up zero four call you when ready November Four Niner X-ray Lima,"N9XR5, taxi via D, line up 04, report ready. Via D, line up 04, call you when ready, N9XR5.",0.580645161,0.544,en,1,FALSE,,,
LSZB_BERN_Tower_121_0MHz_20210413_132431,LSZB_BERN_Tower_121_0MHz_20210413_132431.wav,[hes ] we have the traffic in sight Rega One Zero we leave the control zone  [NE German] schöne namittag [/NE] Rega One Zero frequency change approved  [NE German] schöne nami [/NE],We have the traffic inside Rega 1-0 and is in control zone. Checking on contact. Rega 1-0 frequency change approved. Checking on me.,0.576923077,0.441441441,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210502_145713,LSGS_SION_Ground_Control_121_7MHz_20210502_145713.wav,Nine Juliett Lima three miles final departure Nine Juliett Lima wind    two four zero degrees   one seven knots   runway two five cleared to land runway two five cleared to land Nine Juliett Lima,"Mike Juliet Lima, this is my final approach. Mike Juliet Lima, wind 240 degrees, 17 knots, runway 25 cleared to land. Runway 240, cleared to land, Mike Juliet Lima.",0.575757576,0.358974359,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210502_060505,LSGS_SION_Ground_Control_121_7MHz_20210502_060505.wav,Hotel Echo X-ray  wind     two six zero nine knots   runway two five cleared for touch and go touch and go  runway  two five  Hotel Echo X-ray,"Teleco X-ray, wind 260 degrees at 90 knots, runway 25 cleared for touch and go. Cleared for touch and go runway 25 cleared for touch and go.",0.571428571,0.485714286,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210503_160018,LSGS_SION_Ground_Control_121_7MHz_20210503_160018.wav,Four Two Six redue   two by five,Vortosix radio two by five.,0.571428571,0.25,en,1,FALSE,,,
LSZB_BERN_Tower_121_0MHz_20210413_111807,LSZB_BERN_Tower_121_0MHz_20210413_111807.wav,Hotel Bravo Lima Victor Bravo Bern tower hello taxi to   holding point bravo   runway one four QNH one zero two seven,"MOTORRAVO LIMA, VICTOR BRAVO, BURNT HOUR LOW, taxi to hauling point BRAVO, runway 14, QNH 1027.",0.571428571,0.397849462,en,1,FALSE,,,
LSZB_BERN_Tower_121_0MHz_20210421_162453,LSZB_BERN_Tower_121_0MHz_20210421_162453.wav,Hotel Bravo Sierra Charlie Papa Berne tower is it for startup or for taxi,"Whatabrowz, Yerratali Papa, Bentawru is it for start up or for taxi?",0.571428571,0.3,en,1,FALSE,,,
LSZB_BERN_Tower_121_0MHz_20210423_071332,LSZB_BERN_Tower_121_0MHz_20210423_071332.wav,number one in sight Hotel Whiskey Echo Hotel Whiskey Echo thank you follow behind,"Number one inside, Octavischiaco. Octavischiaco, thank you, follow behind.",0.571428571,0.367647059,en,1,FALSE,,,
LZIB_STEFANIK_Tower_118_3MHz_20210426_203652,LZIB_STEFANIK_Tower_118_3MHz_20210426_203652.wav,holding point   runway three one  via foxtrot and cross runway zero four Eurotrans Two One correction One Three Juliett thank you,"On the point runway 31 via Foxtrot and cross runway 04, your chance 31, correction 13, enjoy, thank you.",0.571428571,0.424528302,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210502_040816,YSSY_SYDNEY_Tower_120_5MHz_20210502_040816.wav,Sydney tower Qantas Six Forty Two Qantas Six Forty Two Sydney tower good day,"Sydney Tower, QNH 642. QNH 642, Sydney Tower, good day.",0.571428571,0.476190476,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210502_080227,YSSY_SYDNEY_Tower_120_5MHz_20210502_080227.wav,vacate  golf    runway three four left cleared to land Air China Six One Three,"VK-8G, runway 3-4-L, cleared to land, Air China 613.",0.571428571,0.508196721,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210503_161046,LSGS_SION_Ground_Control_121_7MHz_20210503_161046.wav,Three Four Two Six  joining right hand downwind runway two five grass Three Four Two Six     two five zero degrees   one two knots grass two five landing on discretion landing on my discretion  Three Four Two Six,"3-4-2-6, joining right-hand downwind, runway 2-5, grasp. 3-4-2-6, 2-5, zero degrees, one-two knots, grasp 2-5, landing on discretion. Landing at my discretion, 3-4-2-6.",0.567567568,0.416666667,en,1,FALSE,,,
LKPR_RUZYNE_Radar_120_520MHz_20201028_151125,LKPR_RUZYNE_Radar_120_520MHz_20201028_151125.wav,CSA One Delta Zulu descend flight level one hundred no speed restrictions descending flight level one hundred [HES] free speed CSA One Delta Zulu,"CSA1DZ, descend flight level 100, no speed restrictions. Descending flight level 100, 3 speed CSA1DZ.",0.565217391,0.376068376,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210503_143209,LSGS_SION_Ground_Control_121_7MHz_20210503_143209.wav,Limajet Two  Four Nine Lima copy line up and wait runway two five line up and wait two five  Lima X-ray Juliett,"LimaMajet 249L, copy. Line up and wait runway 25. Line up and wait 25, LimaMajet Juliet.",0.565217391,0.413793103,en,1,FALSE,,,
LSZB_BERN_Approach_127_3MHz_20210415_173338,LSZB_BERN_Approach_127_3MHz_20210415_173338.wav,startup approved runway one two QNH one zero two one     to destination morning three zero     departure flight level one hundred and squawk one thousand Swiss Air Force Zero Four Two Swiss Air Force Zero Four Two read back correct,"Start approved for runway 14, QNH 1021, to destination morning 30, departure flight level 100, and squawk 1000, Swiss Air Force 042. Swiss Air Force 042, reply correct.",0.564102564,0.443243243,en,1,FALSE,,,
LZIB_STEFANIK_Tower_118_3MHz_20210425_120446,LZIB_STEFANIK_Tower_118_3MHz_20210425_120446.wav,taxi holding point three one via Foxtrot  cross   runway zero four Slovak Government Zero Zero Four,"Taxi holding point 3-1, via Fox-Fort, cross Runway 0-4, Slovak Government 1004.",0.5625,0.382716049,en,1,FALSE,,,
LKPR_RUZYNE_Radar_120_520MHz_20201026_205056,LKPR_RUZYNE_Radar_120_520MHz_20201026_205056.wav,KLM Seven Three Whiskey maintain present heading for vectoring for ILS approach runway two four and reduce your speed now below two six zero knots,"KLM73whiskey, my team presiding for vectoring HALAS approach runway 24 and reduce your speed now below 260 knots.",0.56,0.360655738,en,1,FALSE,,,
LSZH_ZURICH_Tower_118_1MHz_20210414_133203,LSZH_ZURICH_Tower_118_1MHz_20210414_133203.wav,Emirates Eight Eight wind       zero four zero three is niner knots   runway one zero cleared for takeoff cleared for takeoff one zero Emirates Eight Eight,"Emirates 8H, wind 040, crease 9 knots, runway 10, cleared for takeoff. Cleared for takeoff 10, Emirates 8H.",0.56,0.422764228,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210503_083640,YSSY_SYDNEY_Tower_120_5MHz_20210503_083640.wav,Sydney tower good day Jetstar Five Twenty Two Jetstar Five Twenty Two Sydney tower Qlink Forty Two Delta runway three four left cleared for takeoff,"City, take it out, just about five twenty-two. Just about five twenty-two, continue down. Killing forty-two, Delta, runway three-four left, cleared to take off.",0.56,0.333333333,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210505_065954,LSGS_SION_Ground_Control_121_7MHz_20210505_065954.wav,November Golf Papa  read back correct report for taxi,"LHP, readback correct, report for taxi.",0.555555556,0.318181818,en,1,FALSE,,,
LSGS_SION_Tower_118_3MHz_20210423_083403,LSGS_SION_Tower_118_3MHz_20210423_083403.wav,number two looking out for number one Hotel Hotel,Number two looking after number one of the locale.,0.555555556,0.268292683,en,1,FALSE,,,
LSZB_BERN_Tower_121_0MHz_20210414_094938,LSZB_BERN_Tower_121_0MHz_20210414_094938.wav,say again Heli Lima Juliett Heli Lima Juliett join mid left heli circuit three two land at own discretion swiss helicopter wind    zero four zero degrees   one zero knots,"Heli Lima Juliet, join mid left heli circuit 32, landed on discretion Swiss Helicopter, wind 040 degrees, 10 knots.",0.551724138,0.394160584,en,1,FALSE,,,
LSZH_ZURICH_Tower_118_1MHz_20210414_092731,LSZH_ZURICH_Tower_118_1MHz_20210414_092731.wav,Delta Hotel Golf wind    zero five zero degrees   one two knots gusting one seven runway one four cleared to land cleared to land runway one four Delta Hotel Golf,"Delta HotelGolf, wind 050 degrees, 12 knots, gusting 17, runway 14 cleared to land. Cleared to land runway 14, DeltaHotelGolf.",0.551724138,0.310077519,en,1,FALSE,,,
LKPR_RUZYNE_Radar_120_520MHz_20201026_114352,LKPR_RUZYNE_Radar_120_520MHz_20201026_114352.wav,Oscar Kilo Papa Romeo Mike turn right heading zero six zero zero six zero right turn Oscar Papa Romeo Mike,"Oscarpapa Romeo Mike, turn right heading 060. 060, right turn, Oscarpapa Romeo Mike.",0.55,0.298850575,en,1,FALSE,,,
LKTB_BRNO_Approach-Radar_127_350MHz_20201027_114659,LKTB_BRNO_Approach-Radar_127_350MHz_20201027_114659.wav,Oscar Kilo Bravo Alfa Lima request shortcut to  Vlasim if possible,"Oskar Kirov, PRAWA ALPHA 5, request shortcut to Lashim if possible.",0.545454545,0.236363636,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210502_062238,LSGS_SION_Ground_Control_121_7MHz_20210502_062238.wav,Hotel Echo X-ray  final two five for touch and go,"Very quick, say final two-five for Gretchen, go.",0.545454545,0.447368421,en,1,FALSE,,,
LSZB_BERN_Approach_127_3MHz_20210414_160756,LSZB_BERN_Approach_127_3MHz_20210414_160756.wav,Hotel Bravo Juliett leave out on route whiskey wind    zero three zero degrees   one zero knots   runway three two cleared for takeoff,"Otabravo Juliet, lift up on route whiskey, wind 030 degrees, 10 knots, runway 32 cleared for takeoff.",0.545454545,0.358490566,en,1,FALSE,,,
LSZB_BERN_Tower_121_0MHz_20210415_124802,LSZB_BERN_Tower_121_0MHz_20210415_124802.wav,Hotel Golf Oscar lift control lima route sierra wind    zero four zero degrees   one three knots   runway three two cleared for takeoff,"Hotel, Gulf,Oscar, leave control in my route, Sierra wind 040 degrees, 13 knots, runway 32, clear for takeoff.",0.545454545,0.355140187,en,1,FALSE,,,
LSZB_BERN_Tower_121_0MHz_20210425_115720,LSZB_BERN_Tower_121_0MHz_20210425_115720.wav,Heli Whiskey Charlie hotel echo three thousand feet Heli Whiskey Charlie,"Halibiske Charlie, Hotel Echo 3000 feet. Halibiske Charlie.",0.545454545,0.338709677,en,1,FALSE,,,
LZIB_STEFANIK_Tower_118_3MHz_20210425_130418,LZIB_STEFANIK_Tower_118_3MHz_20210425_130418.wav,QNH one zero [hes] one eight [hes] after keep the proceeding to victor,"QNH 1018, after Kitsa proceeding to Victor.",0.545454545,0.416666667,en,1,FALSE,,,
