file,segment_id,start,end,gold_text,gold_clean_text
LKPR_RUZYNE_Radar_120_520MHz_20201025_091112.xml,1,3.79,6.85,[#value]level one hundred[/#value] [#callsign]Oscar Kilo Papa Mike Bravo[/#callsign],level one hundred Oscar Kilo Papa Mike Bravo
LSZB_BERN_Tower_121_0MHz_20210414_073805.xml,0,0.09,3.64,[#callsign]Hotel Hotel Golf[/#callsign] [#command]next left via[/#command] [#value]delta to blue sector[/#value],Hotel Hotel Golf next left via delta to blue sector
LSZB_BERN_Tower_121_0MHz_20210416_083545.xml,0,0.54,4.68,[#callsign]Heli Oscar Bravo[/#callsign] [#unnamed]are you[/#unnamed] [#command]ready for[/#command] [#value]expedition crossing[/#value] [#unnamed]otherwise you have to[/#unnamed] [#command]hold on[/#command],Heli Oscar Bravo are you ready for expedition crossing otherwise you have to hold on
LSZB_BERN_Tower_121_0MHz_20210414_103845.xml,0,0.05,4.73,[#unnamed]roger[/#unnamed] [#callsign]Bravo Three Zero Four Three[/#callsign] [#command]affirm climb maximum[/#command] [#value]five thousand five hundred feet[/#value],roger Bravo Three Zero Four Three affirm climb maximum five thousand five hundred feet
YSSY_SYDNEY_Tower_120_5MHz_20210505_124859.xml,0,6.42,9.21,[#command]cleared to land[/#command] [#value]runway one six right[/#value] [#command]call[/#command] [#value]us seventy two twenty one[/#value],cleared to land runway one six right call us seventy two twenty one
LSGS_SION_Ground_Control_121_7MHz_20210502_061623.xml,0,0.07,2.21,[#callsign]Hotel Echo X-ray[/#callsign] [#value] final  two five[/#value] [#command]for touch and go[/#command],Hotel Echo X-ray  final  two five for touch and go
LSGS_SION_Ground_Control_121_7MHz_20210502_152026.xml,0,0.25,6.08,[#callsign]Uniform Golf[/#callsign] [#unnamed]wind[/#unnamed] [#value]two four zero degrees[/#value] [#value]one four knots[/#value] [#value]runway two five[/#value] [#command]clear takeoff right turn[/#command] [#value] out [/#value] [#command]climb approved[/#command] [#command]report leaving[/#command],Uniform Golf wind two four zero degrees one four knots runway two five clear takeoff right turn  out  climb approved report leaving
LSGS_SION_Ground_Control_121_7MHz_20210502_152026.xml,1,6.64,10.09,[#command]cleared to takeoff[/#command]  [#command]right turn[/#command] [#value]out[/#value] and [#command]report leaving[/#command] [#callsign]Uniform Golf[/#callsign],cleared to takeoff  right turn out and report leaving Uniform Golf
LSZH_ZURICH_Tower_118_1MHz_20210412_163754.xml,0,0.01,4.72,[#callsign]Sunexpress Three[/#callsign] [#unnamed]wind[/#unnamed]    [#value]one six zero degrees[/#value]  [#value]four knots[/#value]   [#value]runway two eight[/#value] [#command]cleared for takeoff[/#command],Sunexpress Three wind    one six zero degrees  four knots   runway two eight cleared for takeoff
LKTB_BRNO_Approach-Radar_127_350MHz_20201028_135638.xml,0,0,4.52,[#callsign]Oscar Kilo Kilo Kilo Whiskey[/#callsign] [#command]descend to[/#command] [#value]five thousand feet[/#value] [#unnamed]QNH[/#unnamed] [#value]one zero one six[/#value],Oscar Kilo Kilo Kilo Whiskey descend to five thousand feet QNH one zero one six
LSZH_ZURICH_ApronS_121_75MHz_20210414_054811.xml,0,0,3.76,[#callsign]November Four Charlie Golf[/#callsign] [#command]contact[/#command] [#unnamed]tower[/#unnamed] [#value]one one eight decimal one zero five[/#value],November Four Charlie Golf contact tower one one eight decimal one zero five
LSGS_SION_Ground_Control_121_7MHz_20210503_161854.xml,0,0,2.39,[#callsign]Helicopter Tango Oscar[/#callsign] you may [#command]leave the frequency[/#command] [#unnamed]bye bye[/#unnamed],Helicopter Tango Oscar you may leave the frequency bye bye
LSGS_SION_Ground_Control_121_7MHz_20210503_161854.xml,1,2.89,4.44,[#callsign] Tango Oscar[/#callsign] [#command]leave the frequency[/#command] [#unnamed]bye bye[/#unnamed],Tango Oscar leave the frequency bye bye
LSGS_SION_Ground_Control_121_7MHz_20210503_161854.xml,2,4.96,7.04,[#callsign]Nav Checker Five One One[/#callsign] [#command]further climb is approved[/#command],Nav Checker Five One One further climb is approved
LSGS_SION_Ground_Control_121_7MHz_20210503_161854.xml,3,7.48,9.69,[#command]further climb approved[/#command] again [#callsign]Nav Checker Five One One[/#callsign],further climb approved again Nav Checker Five One One
LSZB_BERN_Approach_127_3MHz_20210420_090959.xml,0,0,2.5,[#callsign]Hotel Hotel Bravo[/#callsign] [#value]seven thousand feet[/#value],Hotel Hotel Bravo seven thousand feet
LSZB_BERN_Approach_127_3MHz_20210420_090959.xml,1,2.5,4.01,[#callsign]Hotel Hotel Bravo[/#callsign] [#unnamed]thank you[/#unnamed],Hotel Hotel Bravo thank you
LKPR_RUZYNE_Radar_120_520MHz_20201028_092412.xml,0,0,5.64,[#callsign]Oscar Uniform Romeo[/#callsign] [#command]turn left heading[/#command] [#value]two seven zero[/#value] [#command]cleared for ILS approach[/#command] [#value]runway two four[/#value],Oscar Uniform Romeo turn left heading two seven zero cleared for ILS approach runway two four
LKPR_RUZYNE_Radar_120_520MHz_20201028_092412.xml,1,5.75,10.95,[#command]turn left to[/#command] [#value]seven zero[/#value] [#command]cleared for ILS[/#command] [#value]runway two four[/#value] [#callsign]Oscar Uniform Romeo[/#callsign],turn left to seven zero cleared for ILS runway two four Oscar Uniform Romeo
LZIB_STEFANIK_Tower_118_3MHz_20210503_131815.xml,0,0.09,3.73,[#callsign]Delta Bravo Bravo[/#callsign] [#command]line up[/#command] [#value]runway three one[/#value] [#command]report ready for departure[/#command],Delta Bravo Bravo line up runway three one report ready for departure
LZIB_STEFANIK_Tower_118_3MHz_20210503_131815.xml,1,3.91,8.02,[#callsign]Delta Bravo Bravo[/#callsign] [#command]lining up[/#command] [#value]runway three one[/#value] we are [#command]ready for departure[/#command],Delta Bravo Bravo lining up runway three one we are ready for departure
LZIB_STEFANIK_Tower_118_3MHz_20210503_131815.xml,2,8.05,8.52,[#unnamed]roger[/#unnamed],roger
LKPR_RUZYNE_Tower_134_560MHz_20201025_101021.xml,0,0,3.79,[#callsign]Ryan Air Seven Romeo Mike[/#callsign] route reaching and holding runway two four we are ready for departure,Ryan Air Seven Romeo Mike route reaching and holding runway two four we are ready for departure
LKPR_RUZYNE_Tower_134_560MHz_20201025_101021.xml,1,4.18,6.5,[#callsign]Ryan Air seven Romeo Mike[/#callsign] [#command]line up[/#command] runway [#value]two four[/#value],Ryan Air seven Romeo Mike line up runway two four
LKPR_RUZYNE_Tower_134_560MHz_20201025_101021.xml,2,6.78,9.4,[#command]line up and wait[/#command] runway [#value]two four[/#value] [#callsign]Ryan Air Seven Romeo Mike[/#callsign],line up and wait runway two four Ryan Air Seven Romeo Mike
LSGS_SION_Ground_Control_121_7MHz_20210502_065407.xml,0,0.1,2.73,[#callsign]November Alpha Sierra[/#callsign] [#command]line up[/#command] [#value]runway two five[/#value],November Alpha Sierra line up runway two five
LSGS_SION_Ground_Control_121_7MHz_20210501_072244.xml,0,0.02,3.02,[#callsign]Hotel Echo X-ray[/#callsign] [#unnamed]roger[/#unnamed] [#command]taxi[/#command] [#value]holding point bravo[/#value] and [#command]report[/#command] [#value]ready[/#value],Hotel Echo X-ray roger taxi holding point bravo and report ready
LSGS_SION_Ground_Control_121_7MHz_20210503_145500.xml,0,0.08,7.2,[#command]passing[/#command]      [#value]one thousand one zero thousand feet[/#value] [#command]in descent in[/#command] [#value]the western sector[/#value] [#callsign]Mosquito One Five Bravo[/#callsign],passing      one thousand one zero thousand feet in descent in the western sector Mosquito One Five Bravo
LSGS_SION_Ground_Control_121_7MHz_20210503_145500.xml,1,7.47,12.33,[#callsign]Mosquito One Five Bravo[/#callsign] [#unnamed]correct and keep an eyes for glider activity[/#unnamed] [#value]north of the field[/#value],Mosquito One Five Bravo correct and keep an eyes for glider activity north of the field
LSZH_ZURICH_ApronN_121_85MHz_20210414_124259.xml,0,0.15,4.26,[#unnamed]Ground hello[/#unnamed] [#callsign]Royalair Maroc Three Five Two[/#callsign] [#value]stand echo four six[/#value] [#command]fully ready[/#command],Ground hello Royalair Maroc Three Five Two stand echo four six fully ready
LSGS_SION_Ground_Control_121_7MHz_20210502_052351.xml,0,0.07,5.28,[hes] [#value]runway two five[/#value] [#command]call you passing[/#command] [#value]one three thousand feet[/#value] five [#unnamed]thank you[/#unnamed],[hes] runway two five call you passing one three thousand feet five thank you
LSZH_ZURICH_Tower_118_1MHz_20210414_123120.xml,0,0.69,5.87,[#callsign]Hotel India Victor[/#callsign] [#value]after whiskey two[/#value] [#command]join[/#command]   [#value]wide right base[/#value]     [#value]runway one zero number one[/#value],Hotel India Victor after whiskey two join   wide right base     runway one zero number one
LSGS_SION_Ground_Control_121_7MHz_20210505_143351.xml,0,0.04,7.91,[#command]takeoff[/#command] [#value]runway two five[/#value] [hes]    [#value]seven miles from Sion[/#value]     [#value]maximum one one thousand feet[/#value] [#callsign]Vista Jet  Four Six Seven[/#callsign],takeoff runway two five [hes]    seven miles from Sion     maximum one one thousand feet Vista Jet  Four Six Seven
LSGS_SION_Ground_Control_121_7MHz_20210505_143351.xml,1,8,9.06,[#callsign]Vista Jet Four Six Seven[/#callsign],Vista Jet Four Six Seven
LSZB_BERN_Tower_121_0MHz_20210419_124328.xml,0,0,6.76,[#unnamed]roger[/#unnamed] [#command]break break[/#command] [#callsign]Heli Delta Quebec[/#callsign] [#value]after hotel whiskey[/#value] [#command]cross via[/#command] [#unnamed]Berne city[/#unnamed] [#value]then hotel echo[/#value],roger break break Heli Delta Quebec after hotel whiskey cross via Berne city then hotel echo
LSZH_ZURICH_Tower_118_1MHz_20210414_085600.xml,0,3.78,9.48,[#callsign]Air Nostrum Eight Zero Quebec Yankee[/#callsign] [#unnamed]tower hello wind[/#unnamed]    [#value]zero seven zero degrees[/#value]   [#value]right zero nine[/#value] [#value]runway one four[/#value] [#command]cleared to land[/#command],Air Nostrum Eight Zero Quebec Yankee tower hello wind    zero seven zero degrees   right zero nine runway one four cleared to land
LSGS_SION_Tower_118_3MHz_20210502_065945.xml,0,0.12,3.12,[#unnamed]we are not ready now[/#unnamed] [#callsign]Foxtrot Lima Delta[/#callsign],we are not ready now Foxtrot Lima Delta
LSZH_ZURICH_Tower_118_1MHz_20210414_112558.xml,0,0,3.26,[#callsign]Air Portugal Nine Three One Charlie[/#callsign] [#command]contact[/#command] [#unnamed]departure good bye[/#unnamed],Air Portugal Nine Three One Charlie contact departure good bye
LSZH_ZURICH_Tower_118_1MHz_20210414_112558.xml,1,3.37,5.8,[#unnamed]departure bye[/#unnamed] [#callsign]Air Portugal Nine Three One Charlie[/#callsign] [#unnamed]thank you[/#unnamed],departure bye Air Portugal Nine Three One Charlie thank you
LSGS_SION_Ground_Control_121_7MHz_20210502_145713.xml,0,0.19,2.81,[#callsign]Nine Juliett Lima[/#callsign] [#value]three miles final departure[/#value],Nine Juliett Lima three miles final departure
LSGS_SION_Ground_Control_121_7MHz_20210502_145713.xml,1,3.19,7.93,[#callsign]Nine Juliett Lima[/#callsign] [#unnamed]wind[/#unnamed]    [#value]two four zero degrees[/#value]   [#value]one seven knots[/#value]   [#value]runway two five[/#value] [#command]cleared to land[/#command],Nine Juliett Lima wind    two four zero degrees   one seven knots   runway two five cleared to land
LSGS_SION_Ground_Control_121_7MHz_20210502_145713.xml,2,8.43,10.5,[#value]runway two five[/#value] [#command]cleared to land[/#command] [#callsign]Nine Juliett Lima[/#callsign],runway two five cleared to land Nine Juliett Lima
LSZH_ZURICH_Tower_118_1MHz_20210414_173215.xml,0,0.12,5.75,[#callsign]Hotel Lima Hotel [/#callsign] [#unnamed]wind[/#unnamed]    [#value]zero one zero degrees[/#value]   [#value]one zero knots[/#value]   [#value]runway one zero[/#value] [#command]cleared to land[/#command],Hotel Lima Hotel  wind    zero one zero degrees   one zero knots   runway one zero cleared to land
LSGS_SION_Ground_Control_121_7MHz_20210502_164237.xml,0,0.28,8.48,[#callsign]Papa Mike[/#callsign] [#command]parking is[/#command] [#value]tango one zero[/#value] [#unnamed]but it is with the[/#unnamed] [#value]knots facing to the east[/#value] [#unnamed]so if able[/#unnamed] [#command]make[/#command] [#value]one eighty[/#value] and [#command]to park back at[/#command] [#value]parking one zero[/#value],Papa Mike parking is tango one zero but it is with the knots facing to the east so if able make one eighty and to park back at parking one zero
LSGS_SION_Tower_118_3MHz_20210415_130657.xml,0,0.33,2.5,via [#callsign]Charlie Zulu Hotel Echo[/#callsign],via Charlie Zulu Hotel Echo
LSGS_SION_Tower_118_3MHz_20210415_130657.xml,1,2.94,7.69,[#callsign]Heli Charlie Zulu[/#callsign] next [#command]report[/#command] [#value]zulu one[/#value] [#unnamed]local traffic helicopter on hook mission over Chalet[/#unnamed],Heli Charlie Zulu next report zulu one local traffic helicopter on hook mission over Chalet
LZIB_STEFANIK_Tower_118_3MHz_20210505_225241.xml,0,0,3.12,[#callsign]Elite Jet Seven Zero Four[/#callsign] [#command]taxi via[/#command] [#value]Delta to apron Charlie[/#value],Elite Jet Seven Zero Four taxi via Delta to apron Charlie
YSSY_SYDNEY_Tower_120_5MHz_20210502_211431.xml,0,0,2.46,[#callsign]Jetstar Seven Eighty Four[/#callsign] [#command]contact[/#command] [#unnamed]departure[/#unnamed],Jetstar Seven Eighty Four contact departure
YSSY_SYDNEY_Tower_120_5MHz_20210502_211431.xml,1,2.57,4.86,[#callsign]Jetstar Seven Eighty Four[/#callsign] [#unnamed]good morning[/#unnamed],Jetstar Seven Eighty Four good morning
LSGS_SION_Ground_Control_121_7MHz_20210504_100959.xml,0,0.32,4.86,[#callsign]Nav Checker Five One One[/#callsign] [#command]report passing[/#command] [#value]one three thousand feet[/#value] and [#command]climb[/#command] [#value]four one seven thousand feet[/#value],Nav Checker Five One One report passing one three thousand feet and climb four one seven thousand feet
LSGS_SION_Ground_Control_121_7MHz_20210504_100959.xml,1,5.29,9.97,[#unnamed]wilco[/#unnamed] [#callsign]Nav Checker[/#callsign] [#command]climbing[/#command] [#value]one seven thousand[/#value] [#command]will report[/#command],wilco Nav Checker climbing one seven thousand will report
LSZH_ZURICH_Tower_118_1MHz_20210414_161146.xml,0,0,6.12,[#callsign]Hotel Bravo Charlie Lima Hotel[/#callsign] [#value]via echo[/#value] [#command]line up and wait[/#command] [#value]runway one zero[/#value],Hotel Bravo Charlie Lima Hotel via echo line up and wait runway one zero
LSZB_BERN_Tower_121_0MHz_20210415_130747.xml,0,6.25,11.5,[#callsign]Hotel Bravo Kilo Golf Yankee[/#callsign] from november [#unnamed]good afternoon[/#unnamed] next [#command]report[/#command] [#value]breaking off a city circling three two one[/#value],Hotel Bravo Kilo Golf Yankee from november good afternoon next report breaking off a city circling three two one
LSZH_ZURICH_ApronN_121_85MHz_20210414_110350.xml,0,0,4.14,[#command]copy[/#command] [#value]seven seven[/#value] [#command]taxi on[/#command] [#value]Zulu and Bravo[/#value] [#command]hold short[/#command] [#value]runway one six[/#value],copy seven seven taxi on Zulu and Bravo hold short runway one six
LSGS_SION_Ground_Control_121_7MHz_20210503_151530.xml,0,0.12,3.85,[#unnamed]say again can you[/#unnamed] [#value]three by five[/#value] [#callsign] Heli  Hotel Yankee[/#callsign],say again can you three by five  Heli  Hotel Yankee
LSGS_SION_Ground_Control_121_7MHz_20210503_151530.xml,1,4.09,10.39,[#callsign]Heli Hotel Yankee [/#callsign] [#unnamed]QNH[/#unnamed] [#value]one zero one seven[/#value] [#command]report[/#command] [#value]hotel echo or golf echo[/#value] [#command]at your discretion[/#command],Heli Hotel Yankee  QNH one zero one seven report hotel echo or golf echo at your discretion
YSSY_SYDNEY_Tower_120_5MHz_20210503_122443.xml,0,0,4.97,[#unnamed]tower[/#unnamed] [#callsign]United Twenty Twelve[/#callsign] is just [#unnamed]outside [hes] Gala for[/#unnamed] [#value]one six right[/#value],tower United Twenty Twelve is just outside [hes] Gala for one six right
LSZB_BERN_Tower_121_0MHz_20210413_102305.xml,0,0.13,6.46,[#callsign]Hotel Golf Sierra[/#callsign] can [#unnamed]offer you only[/#unnamed] [#command]one touch and go[/#command] then [#value]upon route whiskey[/#value] due to it's launch time there are [#command]no circuits approved[/#command],Hotel Golf Sierra can offer you only one touch and go then upon route whiskey due to it's launch time there are no circuits approved
LKPR_RUZYNE_Tower_134_560MHz_20201027_135224.xml,0,0,3.1,[#callsign]Ryan Air One Bravo Alfa[/#callsign] [#command]startup is approved[/#command],Ryan Air One Bravo Alfa startup is approved
LKPR_RUZYNE_Tower_134_560MHz_20201027_135224.xml,1,3.68,5.48,[#command]startup approved[/#command] [#callsign]Ryan Air One Bravo Alfa[/#callsign],startup approved Ryan Air One Bravo Alfa
LSZB_BERN_Tower_121_0MHz_20210413_133125.xml,0,0,4.84,[#callsign]Hotel Golf Sierra[/#callsign] [#unnamed]roger I understood[/#unnamed] [hes] one [#command]touch and go[/#command] than [#command]one circuit[/#command] again [#command]touch and go[/#command] then [#value]whiskey[/#value],Hotel Golf Sierra roger I understood [hes] one touch and go than one circuit again touch and go then whiskey
LSGS_SION_Ground_Control_121_7MHz_20210502_062238.xml,0,0.12,2.18,[#callsign]Hotel Echo X-ray [/#callsign] [#value]final two five[/#value] [#command]for touch and go[/#command],Hotel Echo X-ray  final two five for touch and go
LSGS_SION_Ground_Control_121_7MHz_20210505_110845.xml,0,0.07,2.52,[#command]passing[/#command] [#value]one three thousand seven  eight[/#value] [hes] [#callsign]Five Two Eight[/#callsign],passing one three thousand seven  eight [hes] Five Two Eight
LSGS_SION_Ground_Control_121_7MHz_20210505_110845.xml,1,3.09,7.37,[#callsign]Swiss Air Force Five Two Eight [/#callsign] [#command] contact[/#command] [#unnamed]Swiss Radar [/#unnamed] [#value]one two four decimal two two five[/#value] [#unnamed]good bye[/#unnamed],Swiss Air Force Five Two Eight   contact Swiss Radar  one two four decimal two two five good bye
LSGS_SION_Ground_Control_121_7MHz_20210505_110845.xml,2,7.85,11.37,[#value]one two four two two five[/#value] [#callsign] Air Force Five Two Eight [/#callsign]  [hes] [#unnamed][NE-French]aurevoir[/NE][/#unnamed],one two four two two five  Air Force Five Two Eight   [hes] [NE-French]aurevoir[/NE]
LSZB_BERN_Tower_121_0MHz_20210413_123724.xml,0,0,6.49,[#callsign]Hotel Golf Oscar[/#callsign] [#unnamed]wind[/#unnamed]    [#value]zero seven zero degrees[/#value]   [#value]one zero knots[/#value]   [#value]runway one four[/#value] [#command]cleared touch and go[/#command],Hotel Golf Oscar wind    zero seven zero degrees   one zero knots   runway one four cleared touch and go
LSZB_BERN_Tower_121_0MHz_20210425_115720.xml,0,0,3.37,[#callsign]Heli Whiskey Charlie hotel echo[/#callsign] [#value]three thousand feet[/#value],Heli Whiskey Charlie hotel echo three thousand feet
LSZB_BERN_Tower_121_0MHz_20210425_115720.xml,1,3.4,4.2,[#callsign]Heli Whiskey Charlie[/#callsign],Heli Whiskey Charlie
YSSY_SYDNEY_Tower_120_5MHz_20210504_044333.xml,0,0.03,3.59,[#value]two seven five[/#value] and  [#value]four knots[/#value] [#callsign]Qantas Four Forty Six[/#callsign],two seven five and  four knots Qantas Four Forty Six
LSZH_ZURICH_Tower_118_1MHz_20210414_160105.xml,0,0,6.65,[#callsign]Hotel Yankee Hotel[/#callsign] [#unnamed]wind[/#unnamed]    [#value]zero four zero degrees[/#value]   [#value]one one knots[/#value]   [#value]runway one zero[/#value] [#command]cleared to land[/#command],Hotel Yankee Hotel wind    zero four zero degrees   one one knots   runway one zero cleared to land
LSZH_ZURICH_Tower_118_1MHz_20210414_160105.xml,1,6.65,9.68,[#value]runway one zero[/#value] [#command]cleared to land[/#command] [#callsign]Hotel Yankee Hotel[/#callsign],runway one zero cleared to land Hotel Yankee Hotel
LSZH_ZURICH_ApronS_121_75MHz_20210414_100142.xml,0,0.28,3.8,[#callsign]Alitalia Five Seven One Apron hello[/#callsign] [#command]push back and startup is approved[/#command],Alitalia Five Seven One Apron hello push back and startup is approved
LSZB_BERN_Tower_121_0MHz_20210413_093520.xml,0,0,5.78,[#callsign]Hotel Golf Delta[/#callsign] [#unnamed]wind[/#unnamed]    [#value]zero four zero degrees[/#value]  [#value]seven knots[/#value]   [#value]runway one four[/#value] [#command]cleared for takeoff[/#command],Hotel Golf Delta wind    zero four zero degrees  seven knots   runway one four cleared for takeoff
YSSY_SYDNEY_Tower_120_5MHz_20210503_083640.xml,0,0,2.28,[#unnamed]Sydney tower good day[/#unnamed] [#callsign]Jetstar Five Twenty Two[/#callsign],Sydney tower good day Jetstar Five Twenty Two
YSSY_SYDNEY_Tower_120_5MHz_20210503_083640.xml,1,2.28,4.2,[#callsign]Jetstar Five Twenty Two[/#callsign] [#unnamed]Sydney tower[/#unnamed],Jetstar Five Twenty Two Sydney tower
YSSY_SYDNEY_Tower_120_5MHz_20210503_083640.xml,2,4.2,7.6,[#callsign]Qlink Forty Two Delta[/#callsign] [#value]runway three four left[/#value] [#command]cleared for takeoff[/#command],Qlink Forty Two Delta runway three four left cleared for takeoff
LSZB_BERN_Tower_121_0MHz_20210425_084853.xml,0,0,2.76,[#callsign]Hotel Charlie Papa[/#callsign] [#command]below[/#command] [#value]flight level one hundred[/#value],Hotel Charlie Papa below flight level one hundred
LSZB_BERN_Tower_121_0MHz_20210425_084853.xml,1,2.76,5.83,[#callsign]Hotel Charlie Papa[/#callsign] [#command]frequency change approved[/#command] [#unnamed] [NE German] bis später [/NE][/#unnamed],Hotel Charlie Papa frequency change approved  [NE German] bis später [/NE]
LKPR_RUZYNE_Radar_120_520MHz_20201026_161349.xml,0,0,2.52,[#unnamed]Radar[/#unnamed] [#callsign]CSA One Delta Zulu[/#callsign] [#command]established[/#command],Radar CSA One Delta Zulu established
LKPR_RUZYNE_Radar_120_520MHz_20201026_161349.xml,1,2.52,6.93,[#callsign]CSA One Delta Zulu[/#callsign] [#unnamed]roger[/#unnamed] [#command]contact[/#command] [#unnamed]Ruzyne Tower[/#unnamed] [#value]one three four decimal five six zero[/#value],CSA One Delta Zulu roger contact Ruzyne Tower one three four decimal five six zero
LKPR_RUZYNE_Radar_120_520MHz_20201026_161349.xml,2,6.93,7.89,[noise],[noise]
LKPR_RUZYNE_Radar_120_520MHz_20201026_161349.xml,3,7.89,11.21,[#value]three four five six zero[/#value] [#callsign]CSA One Delta Zulu[/#callsign] [#unnamed] [NE Slovak]pekný deň[/NE][/#unnamed],three four five six zero CSA One Delta Zulu  [NE Slovak]pekný deň[/NE]
LSZH_ZURICH_Tower_118_1MHz_20210414_125040.xml,0,0,4.84,[#callsign]Royalair Maroc Three Five Two[/#callsign] [#unnamed]Zurich tower good afternoon[/#unnamed] [#command]line up[/#command] [#value]runway one zero[/#value] [#command]report ready[/#command],Royalair Maroc Three Five Two Zurich tower good afternoon line up runway one zero report ready
LSGS_SION_Tower_118_3MHz_20210503_130038.xml,0,0.09,1.75,[#callsign]Three Five Five[/#callsign] [#command]you may leave frequency[/#command] [#unnamed][NE-French]a toute[/NE][/#unnamed],Three Five Five you may leave frequency [NE-French]a toute[/NE]
LSGS_SION_Tower_118_3MHz_20210503_130038.xml,1,1.83,2.91,[#unnamed][NE-French]a toute[/NE][/#unnamed] [#callsign]Three Five Five[/#callsign],[NE-French]a toute[/NE] Three Five Five
LSZB_BERN_Tower_121_0MHz_20210424_065548.xml,0,0,4.84,[#callsign]Hotel Whiskey Echo[/#callsign] for the time being [#unnamed]not [hes] available[/#unnamed] i will [#command]call you back[/#command],Hotel Whiskey Echo for the time being not [hes] available i will call you back
LKPR_RUZYNE_Tower_134_560MHz_20201028_103443.xml,0,0,4.68,[#callsign]CSA Nine One Eight[/#callsign] [#command] taxi[/#command] [#value]holding point[/#value] [#value]runway two four to the right[/#value] [#value]via Delta Bravo[/#value],CSA Nine One Eight  taxi holding point runway two four to the right via Delta Bravo
LKPR_RUZYNE_Tower_134_560MHz_20201028_103443.xml,1,4.68,8.39,[#command]taxi[/#command] [#value]Delta Bravo[/#value]    [#value]holding point two four[/#value] [#callsign]CSA Nine One Eight[/#callsign],taxi Delta Bravo    holding point two four CSA Nine One Eight
YSSY_SYDNEY_Tower_120_5MHz_20210503_121431.xml,0,0,4.14,[#value]one six right[/#value] [#command]cleared to land[/#command] and understood [#callsign]Qantas Four Ninety Eight[/#callsign],one six right cleared to land and understood Qantas Four Ninety Eight
LSGS_SION_Ground_Control_121_7MHz_20210505_105917.xml,0,0.03,2.15,[#callsign]Tango Three Three Five[/#callsign] [#command]frequency change approved[/#command] [#unnamed]good bye[/#unnamed],Tango Three Three Five frequency change approved good bye
LSGS_SION_Ground_Control_121_7MHz_20210505_105917.xml,1,2.72,3.71,[#unnamed]good bye[/#unnamed],good bye
LSGS_SION_Ground_Control_121_7MHz_20210504_130255.xml,0,0,2.56,[#unnamed][hes] Sion Ground [NE-French]bonjour[/NE][/#unnamed] [#callsign]Hotel Bravo Kilo X-ray[/#callsign],[hes] Sion Ground [NE-French]bonjour[/NE] Hotel Bravo Kilo X-ray
LZIB_STEFANIK_Tower_118_3MHz_20210427_143012.xml,0,0,4.44,[#unnamed]stefanik tower[/#unnamed] [#callsign]Oscar Mike Charlie India Alpha[/#callsign] [#command]request[/#command],stefanik tower Oscar Mike Charlie India Alpha request
LZIB_STEFANIK_Tower_118_3MHz_20210427_143012.xml,1,4.44,5.74,[#unnamed]yes[/#unnamed] [#command]go ahead[/#command],yes go ahead
LSZB_BERN_Tower_121_0MHz_20210413_112156.xml,0,0,5.87,[#callsign]Hotel Victor Bravo[/#callsign] [#unnamed]roger behind traffic on final backtrack[/#unnamed] [#value]runway one four[/#value] behind,Hotel Victor Bravo roger behind traffic on final backtrack runway one four behind
LSZH_ZURICH_ApronS_121_75MHz_20210414_162243.xml,0,0,5.53,[#callsign]Hotel Bravo Kilo Hotel Romeo[/#callsign] [#unnamed]apron hello QNH[/#unnamed] [#value]one zero two four[/#value] [#command]taxi to[/#command] [#value]holding position papa one[/#value],Hotel Bravo Kilo Hotel Romeo apron hello QNH one zero two four taxi to holding position papa one
LSZH_ZURICH_ApronS_121_75MHz_20210414_162243.xml,1,6.29,11.88,and [#command]report ready for departure[/#command] [#value]once your're clear after inbound[/#value] [#callsign]Hotel Delta Lima[/#callsign],and report ready for departure once your're clear after inbound Hotel Delta Lima
LZIB_STEFANIK_Tower_118_3MHz_20210430_151209.xml,0,0.11,6.46,[#unnamed]Stefanik tower[/#unnamed] [#unnamed][NE Slovak] dobrý deň [/NE][/#unnamed] [#callsign]Burg Six Nine Two Lima[/#callsign] [#command]stop established[/#command] [#value]runway three one six point five[/#value] [#unnamed]DME[/#unnamed],Stefanik tower [NE Slovak] dobrý deň [/NE] Burg Six Nine Two Lima stop established runway three one six point five DME
LZIB_STEFANIK_Tower_118_3MHz_20210430_151209.xml,1,6.5,10.03,[#callsign]Air Hamburg Six Niner Two Lima[/#callsign] [#unnamed]Stefanik tower[/#unnamed] [#unnamed][NE Slovak] dobrý deň [/NE][/#unnamed],Air Hamburg Six Niner Two Lima Stefanik tower [NE Slovak] dobrý deň [/NE]
LZIB_STEFANIK_Tower_118_3MHz_20210430_151209.xml,2,10.06,19.63,[#unnamed]wind[/#unnamed]    [#value]two two zero degrees[/#value]  [#value]five knots[/#value]          [#value]variable between one seven zero and two three zero degrees[/#value]     [#value]maximum one zero minimum three[/#value] [hes] [#value]runway three one[/#value] [#command]cleared to land[/#command],wind    two two zero degrees  five knots          variable between one seven zero and two three zero degrees     maximum one zero minimum three [hes] runway three one cleared to land
LSGS_SION_Ground_Control_121_7MHz_20210421_083320.xml,0,0.22,1.55,[#callsign]Tango Seven Charlie Lima Mike[/#callsign] [#unnamed]Sion[/#unnamed],Tango Seven Charlie Lima Mike Sion
